"o","text","annotation","term","annotation2","term2"
"https://www.ncbi.nlm.nih.gov/pubmed/31340870a9","After adjustment for confounders, higher intake of total, soluble, insoluble fibres from cereals, fruit and seeds were significantly negatively associated with the asthma symptom score both among women and men; OR for the highest quintile of total dietary fibre compared with the lowest quintile were 0·73 (95 % CI 0·67, 0·79) in women and 0·63 (95 % CI 0·55, 0·73) in men.","https://www.ncbi.nlm.nih.gov/pubmed/31340870a9b12","dietary fibre","https://www.ncbi.nlm.nih.gov/pubmed/31340870a9b10","men"
"https://www.ncbi.nlm.nih.gov/pubmed/31340870a9","After adjustment for confounders, higher intake of total, soluble, insoluble fibres from cereals, fruit and seeds were significantly negatively associated with the asthma symptom score both among women and men; OR for the highest quintile of total dietary fibre compared with the lowest quintile were 0·73 (95 % CI 0·67, 0·79) in women and 0·63 (95 % CI 0·55, 0·73) in men.","https://www.ncbi.nlm.nih.gov/pubmed/31340870a9b12","dietary fibre","https://www.ncbi.nlm.nih.gov/pubmed/31340870a9b14","men"
"https://www.ncbi.nlm.nih.gov/pubmed/31340870a9","After adjustment for confounders, higher intake of total, soluble, insoluble fibres from cereals, fruit and seeds were significantly negatively associated with the asthma symptom score both among women and men; OR for the highest quintile of total dietary fibre compared with the lowest quintile were 0·73 (95 % CI 0·67, 0·79) in women and 0·63 (95 % CI 0·55, 0·73) in men.","https://www.ncbi.nlm.nih.gov/pubmed/31340870a9b12","dietary fibre","https://www.ncbi.nlm.nih.gov/pubmed/31340870a9b7","asthma"
"https://www.ncbi.nlm.nih.gov/pubmed/30861997a7","Overall, subjects with normal glycemia lost most on the low-fat/high-protein diet, subjects with high HOMA-IR lost most on the high-fat/high protein diet, and subjects with prediabetes and low FI had particular benefit from dietary fiber in the diet.","https://www.ncbi.nlm.nih.gov/pubmed/30861997a7b5","dietary fiber","https://www.ncbi.nlm.nih.gov/pubmed/30861997a7b14","prediabetes"
"https://www.ncbi.nlm.nih.gov/pubmed/23543118a7","Total dietary fibre (NSP/AOAC) and fibre from different food sources were not associated with fatal CHD, stroke or CVD risk in the full sample.","https://www.ncbi.nlm.nih.gov/pubmed/23543118a7b1","dietary fibre","https://www.ncbi.nlm.nih.gov/pubmed/23543118a7b7","stroke"
"https://www.ncbi.nlm.nih.gov/pubmed/23543118t1","Dietary fibre and cardiovascular disease mortality in the UK Women&#39;s Cohort Study","https://www.ncbi.nlm.nih.gov/pubmed/23543118t1b1","Dietary fibre","https://www.ncbi.nlm.nih.gov/pubmed/23543118t1b2","cardiovascular disease"
"https://www.ncbi.nlm.nih.gov/pubmed/24553693a2","Although experimental data suggest a potentially protective involvement of dietary fiber in prostate carcinogenesis, very few prospective studies have investigated the relation between dietary fiber intake and prostate cancer risk, and those have had inconsistent results.","https://www.ncbi.nlm.nih.gov/pubmed/24553693a2b3","dietary fiber","https://www.ncbi.nlm.nih.gov/pubmed/24553693a2b4","prostate"
"https://www.ncbi.nlm.nih.gov/pubmed/31132878a5","Human milk extracted protein and bulk infant hair &gt;sup&lt;15&gt;/sup&lt;N NIA were determined by isotope ratio monitoring by mass spectrometry interfaced to an elemental analyser (IRM-EA/MS).","https://www.ncbi.nlm.nih.gov/pubmed/31132878a5b3","bulk","https://www.ncbi.nlm.nih.gov/pubmed/31132878a5b11","MS"
"https://www.ncbi.nlm.nih.gov/pubmed/25523516a2","Background:                    Foods that are rich in fat and or sodium chloride promote obesity and associated diseases, whereas intake of dietary fiber averts obesity development.","https://www.ncbi.nlm.nih.gov/pubmed/25523516a2b6","dietary fiber","https://www.ncbi.nlm.nih.gov/pubmed/25523516a2b7","obesity"
"https://www.ncbi.nlm.nih.gov/pubmed/25523516a2","Background:                    Foods that are rich in fat and or sodium chloride promote obesity and associated diseases, whereas intake of dietary fiber averts obesity development.","https://www.ncbi.nlm.nih.gov/pubmed/25523516a2b6","dietary fiber","https://www.ncbi.nlm.nih.gov/pubmed/25523516a2b3","obesity"
"https://www.ncbi.nlm.nih.gov/pubmed/26437726a2","Objectives:                    To estimate the number and proportion of cancers occurring in Australia in 2010 attributable to consumption deficits in fruit, non-starchy vegetables and dietary fibre.","https://www.ncbi.nlm.nih.gov/pubmed/26437726a2b9","dietary fibre","https://www.ncbi.nlm.nih.gov/pubmed/26437726a2b4","cancers"
"https://www.ncbi.nlm.nih.gov/pubmed/26437726a2","Objectives:                    To estimate the number and proportion of cancers occurring in Australia in 2010 attributable to consumption deficits in fruit, non-starchy vegetables and dietary fibre.","https://www.ncbi.nlm.nih.gov/pubmed/26437726a2b9","dietary fibre","https://www.ncbi.nlm.nih.gov/pubmed/26437726a2b6","deficits"
"https://www.ncbi.nlm.nih.gov/pubmed/34168294a11","Three dietary patterns were protective against colon cancer (Prudent, Dietary fiber, and Discretionary fats), and other risk reductions were seen for the sugar, fruit, and dairy'pattern (lung cancer), and the Dietary fiber'pattern (prostate cancer).","https://www.ncbi.nlm.nih.gov/pubmed/34168294a11b4","Dietary fiber","https://www.ncbi.nlm.nih.gov/pubmed/34168294a11b14","prostate cancer"
