"o","text","annotation","term","annotation2","term2"
"https://www.ncbi.nlm.nih.gov/pubmed/32823643a17","Additional studies are needed to investigate the efficacy of cholesterol-lowering diet or the addition of soya protein and dietary fibers to a cholesterol-lowering diet in patients with familial hypercholesterolemia.","https://www.ncbi.nlm.nih.gov/pubmed/32823643a17b6","dietary fibers","https://www.ncbi.nlm.nih.gov/pubmed/32823643a17b9","familial hypercholesterolemia"
"https://www.ncbi.nlm.nih.gov/pubmed/33220451a4","Hence, we designed the present meta-analysis to elucidate the relationship between the intake of dietary fiber and depression.","https://www.ncbi.nlm.nih.gov/pubmed/33220451a4b4","dietary fiber","https://www.ncbi.nlm.nih.gov/pubmed/33220451a4b5","depression"
"https://www.ncbi.nlm.nih.gov/pubmed/33220451a2","Background:                    A potential relationship between depression and the intake of dietary fiber has been hypothesized in several studies.","https://www.ncbi.nlm.nih.gov/pubmed/33220451a2b5","dietary fiber","https://www.ncbi.nlm.nih.gov/pubmed/33220451a2b3","depression"
"https://www.ncbi.nlm.nih.gov/pubmed/33220451a10","Conclusion:                    An increased intake of total dietary fiber is associated with lower odds of depression.","https://www.ncbi.nlm.nih.gov/pubmed/33220451a10b3","dietary fiber","https://www.ncbi.nlm.nih.gov/pubmed/33220451a10b4","depression"
"https://www.ncbi.nlm.nih.gov/pubmed/32925180a9","Dietary fiber encompasses many plant compounds, so conclusions that dietary fiber reduces or treats obesity-related disorders must be considered by the fiber was fed in the study.","https://www.ncbi.nlm.nih.gov/pubmed/32925180a9b5","dietary fiber","https://www.ncbi.nlm.nih.gov/pubmed/32925180a9b7","disorders"
"https://www.ncbi.nlm.nih.gov/pubmed/32925180a9","Dietary fiber encompasses many plant compounds, so conclusions that dietary fiber reduces or treats obesity-related disorders must be considered by the fiber was fed in the study.","https://www.ncbi.nlm.nih.gov/pubmed/32925180a9b5","dietary fiber","https://www.ncbi.nlm.nih.gov/pubmed/32925180a9b6","obesity"
"https://www.ncbi.nlm.nih.gov/pubmed/33933733a3","We evaluated the link between nutrient intake, especially dietary fibers (DF) and different parameters reflecting mental health and well being, namely anxiety, depression, alcohol craving, sociability, fatigue and intestinal comfort in alcohol use disorder (AUD) patients.","https://www.ncbi.nlm.nih.gov/pubmed/33933733a3b3","dietary fibers","https://www.ncbi.nlm.nih.gov/pubmed/33933733a3b8","anxiety, depression"
"https://www.ncbi.nlm.nih.gov/pubmed/33897940a2","Dietary fiber has a long history in the intervention study of hyperlipidemia.","https://www.ncbi.nlm.nih.gov/pubmed/33897940a2b1","Dietary fiber","https://www.ncbi.nlm.nih.gov/pubmed/33897940a2b5","hyperlipidemia"
"https://www.ncbi.nlm.nih.gov/pubmed/33925062a4","Date fruit is rich in polyphenols, particularly flavonoids, certain micronutrients, and dietary fiber, which can impact vascular health, and have the potential to attenuate vascular disease in humans.","https://www.ncbi.nlm.nih.gov/pubmed/33925062a4b3","dietary fiber","https://www.ncbi.nlm.nih.gov/pubmed/33925062a4b5","vascular disease"
"https://www.ncbi.nlm.nih.gov/pubmed/33772908a6","Examples reviewed herein include omega-3 fatty acids and dietary fiber for the prevention of CVD, α-tocopherol (vitamin E) for the treatment of biopsy-proven nonalcoholic steatohepatitis, vitamin D for the prevention of neurodegenerative diseases, thiamine and α-lipoic acid for the treatment of diabetic neuropathy, and the role of folate in cancer epigenetics.","https://www.ncbi.nlm.nih.gov/pubmed/33772908a6b2","dietary fiber","https://www.ncbi.nlm.nih.gov/pubmed/33772908a6b8","nonalcoholic steatohepatitis"
"https://www.ncbi.nlm.nih.gov/pubmed/33772908a6","Examples reviewed herein include omega-3 fatty acids and dietary fiber for the prevention of CVD, α-tocopherol (vitamin E) for the treatment of biopsy-proven nonalcoholic steatohepatitis, vitamin D for the prevention of neurodegenerative diseases, thiamine and α-lipoic acid for the treatment of diabetic neuropathy, and the role of folate in cancer epigenetics.","https://www.ncbi.nlm.nih.gov/pubmed/33772908a6b2","dietary fiber","https://www.ncbi.nlm.nih.gov/pubmed/33772908a6b17","cancer"
"https://www.ncbi.nlm.nih.gov/pubmed/33772908a6","Examples reviewed herein include omega-3 fatty acids and dietary fiber for the prevention of CVD, α-tocopherol (vitamin E) for the treatment of biopsy-proven nonalcoholic steatohepatitis, vitamin D for the prevention of neurodegenerative diseases, thiamine and α-lipoic acid for the treatment of diabetic neuropathy, and the role of folate in cancer epigenetics.","https://www.ncbi.nlm.nih.gov/pubmed/33772908a6b2","dietary fiber","https://www.ncbi.nlm.nih.gov/pubmed/33772908a6b4","CVD"
"https://www.ncbi.nlm.nih.gov/pubmed/33772908a6","Examples reviewed herein include omega-3 fatty acids and dietary fiber for the prevention of CVD, α-tocopherol (vitamin E) for the treatment of biopsy-proven nonalcoholic steatohepatitis, vitamin D for the prevention of neurodegenerative diseases, thiamine and α-lipoic acid for the treatment of diabetic neuropathy, and the role of folate in cancer epigenetics.","https://www.ncbi.nlm.nih.gov/pubmed/33772908a6b2","dietary fiber","https://www.ncbi.nlm.nih.gov/pubmed/33772908a6b15","diabetic neuropathy"
"https://www.ncbi.nlm.nih.gov/pubmed/32369709t1","Association of Dietary Fiber on Asthma, Respiratory Symptoms, and Inflammation in the Adult National Health and Nutrition Examination Survey Population","https://www.ncbi.nlm.nih.gov/pubmed/32369709t1b2","Dietary Fiber","https://www.ncbi.nlm.nih.gov/pubmed/32369709t1b3","Asthma"
"https://www.ncbi.nlm.nih.gov/pubmed/32369709a2","&gt;b&lt;Rationale:&gt;/b&lt; High intake of dietary fiber may have antiinflammatory properties and be protective against respiratory morbidity.&gt;b&lt;Objectives:&gt;/b&lt; We examined the relationship between dietary fiber intake and asthma, respiratory symptoms, and inflammation among adults who participated in the 2007 to 2012 NHANES (National Health and Nutrition Examination Survey).&gt;b&lt;Methods:&gt;/b&lt; We analyzed data from adults 20 to 79 years of age (&gt;i&lt;n&gt;/i&lt; = 13,147) with complete information on fiber intake, total calorie intake, body mass index, smoking status, and poverty level.","https://www.ncbi.nlm.nih.gov/pubmed/32369709a2b5","dietary fiber","https://www.ncbi.nlm.nih.gov/pubmed/32369709a2b7","respiratory morbidity"
"https://www.ncbi.nlm.nih.gov/pubmed/32369709a2","&gt;b&lt;Rationale:&gt;/b&lt; High intake of dietary fiber may have antiinflammatory properties and be protective against respiratory morbidity.&gt;b&lt;Objectives:&gt;/b&lt; We examined the relationship between dietary fiber intake and asthma, respiratory symptoms, and inflammation among adults who participated in the 2007 to 2012 NHANES (National Health and Nutrition Examination Survey).&gt;b&lt;Methods:&gt;/b&lt; We analyzed data from adults 20 to 79 years of age (&gt;i&lt;n&gt;/i&lt; = 13,147) with complete information on fiber intake, total calorie intake, body mass index, smoking status, and poverty level.","https://www.ncbi.nlm.nih.gov/pubmed/32369709a2b5","dietary fiber","https://www.ncbi.nlm.nih.gov/pubmed/32369709a2b13","asthma"
"https://www.ncbi.nlm.nih.gov/pubmed/34402253a9","OGTT 2 h glucose and the incidence of impaired glucose tolerance in the dietary fiber group were significantly lower than those in the control group, while the glucose compliance rate was significantly higher than that in the control group (all &lt;0.01).","https://www.ncbi.nlm.nih.gov/pubmed/34402253a9b5","dietary fiber","https://www.ncbi.nlm.nih.gov/pubmed/34402253a9b4","impaired glucose tolerance"
"https://www.ncbi.nlm.nih.gov/pubmed/32646215a3","Numerous studies have investigated how bulk lipid metabolism of adipose tissue changes with obesity and, in particular, how the composition of triglycerides (TGs) changes with increased adipocyte expansion.","https://www.ncbi.nlm.nih.gov/pubmed/32646215a3b2","bulk","https://www.ncbi.nlm.nih.gov/pubmed/32646215a3b6","obesity"
"https://www.ncbi.nlm.nih.gov/pubmed/30707688a6","However, whereas mammalian SOST is expressed almost exclusively by osteocytes, in both medaka and zebrafish (a species with osteocytic bones), SOST is expressed by a variety of nonosteocytic cells, none of which reside within the bone bulk.","https://www.ncbi.nlm.nih.gov/pubmed/30707688a6b7","bulk","https://www.ncbi.nlm.nih.gov/pubmed/30707688a6b1","SOST"
"https://www.ncbi.nlm.nih.gov/pubmed/30707688a6","However, whereas mammalian SOST is expressed almost exclusively by osteocytes, in both medaka and zebrafish (a species with osteocytic bones), SOST is expressed by a variety of nonosteocytic cells, none of which reside within the bone bulk.","https://www.ncbi.nlm.nih.gov/pubmed/30707688a6b7","bulk","https://www.ncbi.nlm.nih.gov/pubmed/30707688a6b4","SOST"
"https://www.ncbi.nlm.nih.gov/pubmed/31828298a9","Also, higher intakes of dietary fiber, whole grains, nonjuice fruit, and vegetables were significantly associated with lower odds of prevalent insomnia.","https://www.ncbi.nlm.nih.gov/pubmed/31828298a9b2","dietary fiber","https://www.ncbi.nlm.nih.gov/pubmed/31828298a9b6","insomnia"
"https://www.ncbi.nlm.nih.gov/pubmed/31960663a5","Beta-glucan belongs to one of the dietary fiber fractions, which are attributed a number of beneficial health properties, including the prevention and treatment of certain digestive diseases and supporting the immune system.","https://www.ncbi.nlm.nih.gov/pubmed/31960663a5b2","dietary fiber","https://www.ncbi.nlm.nih.gov/pubmed/31960663a5b10","digestive diseases"
"https://www.ncbi.nlm.nih.gov/pubmed/34402253a10","Moreover, the rates of adverse perinatal outcomes, such as premature rupture of membranes and neonatal hyperbilirubinemia were declined in the dietary fiber group (&lt;0.05 or &lt;0.01).","https://www.ncbi.nlm.nih.gov/pubmed/34402253a10b5","dietary fiber","https://www.ncbi.nlm.nih.gov/pubmed/34402253a10b3","premature rupture of membranes"
"https://www.ncbi.nlm.nih.gov/pubmed/34402253a10","Moreover, the rates of adverse perinatal outcomes, such as premature rupture of membranes and neonatal hyperbilirubinemia were declined in the dietary fiber group (&lt;0.05 or &lt;0.01).","https://www.ncbi.nlm.nih.gov/pubmed/34402253a10b5","dietary fiber","https://www.ncbi.nlm.nih.gov/pubmed/34402253a10b4","neonatal hyperbilirubinemia"
"https://www.ncbi.nlm.nih.gov/pubmed/32090257a6","For ischaemic stroke (4281 cases), lower risks were observed with higher consumption of fruit and vegetables combined (HR; 95% CI per 200 g/day higher intake, 0.87; 0.82-0.93, P-trend &lt; 0.001), dietary fibre (per 10 g/day, 0.77; 0.69-0.86, P-trend &lt; 0.001), milk (per 200 g/day, 0.95; 0.91-0.99, P-trend = 0.02), yogurt (per 100 g/day, 0.91; 0.85-0.97, P-trend = 0.004), and cheese (per 30 g/day, 0.88; 0.81-0.97, P-trend = 0.008), while higher risk was observed with higher red meat consumption which attenuated when adjusted for the other statistically significant foods (per 50 g/day, 1.07; 0.96-1.20, P-trend = 0.20).","https://www.ncbi.nlm.nih.gov/pubmed/32090257a6b12","dietary fibre","https://www.ncbi.nlm.nih.gov/pubmed/32090257a6b1","ischaemic stroke"
"https://www.ncbi.nlm.nih.gov/pubmed/34402253t1","Interventional effect of dietary fiber on blood glucose and pregnancy outcomes in patients with gestational diabetes mellitus","https://www.ncbi.nlm.nih.gov/pubmed/34402253t1b1","dietary fiber","https://www.ncbi.nlm.nih.gov/pubmed/34402253t1b5","gestational diabetes mellitus"
"https://www.ncbi.nlm.nih.gov/pubmed/31792624a7","Dietary fiber and fat shape the composition and metabolic function of the gut microbiota, resulting in altered amounts of butyrate and deoxycholic acid in the colon.","https://www.ncbi.nlm.nih.gov/pubmed/31792624a7b1","Dietary fiber","https://www.ncbi.nlm.nih.gov/pubmed/31792624a7b9","colon"
"https://www.ncbi.nlm.nih.gov/pubmed/32925180a3","The purpose of the review is to summarize the recent human studies that examine mechanisms how dietary fiber decreases risk of obesity-related disorders.","https://www.ncbi.nlm.nih.gov/pubmed/32925180a3b5","dietary fiber","https://www.ncbi.nlm.nih.gov/pubmed/32925180a3b9","disorders"
"https://www.ncbi.nlm.nih.gov/pubmed/32925180a3","The purpose of the review is to summarize the recent human studies that examine mechanisms how dietary fiber decreases risk of obesity-related disorders.","https://www.ncbi.nlm.nih.gov/pubmed/32925180a3b5","dietary fiber","https://www.ncbi.nlm.nih.gov/pubmed/32925180a3b8","obesity"
"https://www.ncbi.nlm.nih.gov/pubmed/33933733t1","Dietary fiber deficiency as a component of malnutrition associated with psychological alterations in alcohol use disorder","https://www.ncbi.nlm.nih.gov/pubmed/33933733t1b1","Dietary fiber","https://www.ncbi.nlm.nih.gov/pubmed/33933733t1b2","deficiency"
"https://www.ncbi.nlm.nih.gov/pubmed/33933733t1","Dietary fiber deficiency as a component of malnutrition associated with psychological alterations in alcohol use disorder","https://www.ncbi.nlm.nih.gov/pubmed/33933733t1b1","Dietary fiber","https://www.ncbi.nlm.nih.gov/pubmed/33933733t1b4","malnutrition"
"https://www.ncbi.nlm.nih.gov/pubmed/32925180a10","Summary:                    Dietary fiber prevents and treats obesity-related disorders.","https://www.ncbi.nlm.nih.gov/pubmed/32925180a10b2","Dietary fiber","https://www.ncbi.nlm.nih.gov/pubmed/32925180a10b3","obesity"
"https://www.ncbi.nlm.nih.gov/pubmed/32925180a10","Summary:                    Dietary fiber prevents and treats obesity-related disorders.","https://www.ncbi.nlm.nih.gov/pubmed/32925180a10b2","Dietary fiber","https://www.ncbi.nlm.nih.gov/pubmed/32925180a10b4","disorders"
"https://www.ncbi.nlm.nih.gov/pubmed/33921610a6","Moreover, depression was associated with nutrient intake and dietary habits by gender and age group: sugar, breakfast, lunch, and eating out frequency in the young women's group; sodium and lunch frequency among middle-age men; dietary fibers, breakfast, and eating out frequency among middle-age women; energy, moisture, carbohydrate, lunch, and dinner frequency in late middle-age men; breakfast and lunch frequency among late middle-age women; vitamin A, carotene, lunch, and eating out frequency among older age men; and fat, saturated fatty acids, omega-3 fatty acid, omega-6 fatty acid, and eating out frequency among the older age women's group (&gt;i&lt;p&gt;/i&lt;-value &lt; 0.05).","https://www.ncbi.nlm.nih.gov/pubmed/33921610a6b17","dietary fibers","https://www.ncbi.nlm.nih.gov/pubmed/33921610a6b30","men"
"https://www.ncbi.nlm.nih.gov/pubmed/33921610a6","Moreover, depression was associated with nutrient intake and dietary habits by gender and age group: sugar, breakfast, lunch, and eating out frequency in the young women's group; sodium and lunch frequency among middle-age men; dietary fibers, breakfast, and eating out frequency among middle-age women; energy, moisture, carbohydrate, lunch, and dinner frequency in late middle-age men; breakfast and lunch frequency among late middle-age women; vitamin A, carotene, lunch, and eating out frequency among older age men; and fat, saturated fatty acids, omega-3 fatty acid, omega-6 fatty acid, and eating out frequency among the older age women's group (&gt;i&lt;p&gt;/i&lt;-value &lt; 0.05).","https://www.ncbi.nlm.nih.gov/pubmed/33921610a6b17","dietary fibers","https://www.ncbi.nlm.nih.gov/pubmed/33921610a6b42","men"
"https://www.ncbi.nlm.nih.gov/pubmed/33921610a6","Moreover, depression was associated with nutrient intake and dietary habits by gender and age group: sugar, breakfast, lunch, and eating out frequency in the young women's group; sodium and lunch frequency among middle-age men; dietary fibers, breakfast, and eating out frequency among middle-age women; energy, moisture, carbohydrate, lunch, and dinner frequency in late middle-age men; breakfast and lunch frequency among late middle-age women; vitamin A, carotene, lunch, and eating out frequency among older age men; and fat, saturated fatty acids, omega-3 fatty acid, omega-6 fatty acid, and eating out frequency among the older age women's group (&gt;i&lt;p&gt;/i&lt;-value &lt; 0.05).","https://www.ncbi.nlm.nih.gov/pubmed/33921610a6b17","dietary fibers","https://www.ncbi.nlm.nih.gov/pubmed/33921610a6b1","depression"
"https://www.ncbi.nlm.nih.gov/pubmed/33921610a6","Moreover, depression was associated with nutrient intake and dietary habits by gender and age group: sugar, breakfast, lunch, and eating out frequency in the young women's group; sodium and lunch frequency among middle-age men; dietary fibers, breakfast, and eating out frequency among middle-age women; energy, moisture, carbohydrate, lunch, and dinner frequency in late middle-age men; breakfast and lunch frequency among late middle-age women; vitamin A, carotene, lunch, and eating out frequency among older age men; and fat, saturated fatty acids, omega-3 fatty acid, omega-6 fatty acid, and eating out frequency among the older age women's group (&gt;i&lt;p&gt;/i&lt;-value &lt; 0.05).","https://www.ncbi.nlm.nih.gov/pubmed/33921610a6b17","dietary fibers","https://www.ncbi.nlm.nih.gov/pubmed/33921610a6b16","men"
"https://www.ncbi.nlm.nih.gov/pubmed/32150943a3","However, literature demonstrates that contamination of these mycotoxins is highly skewed and bulk samples do not always represent accurately the overall contamination in a batch of corn.","https://www.ncbi.nlm.nih.gov/pubmed/32150943a3b4","bulk","https://www.ncbi.nlm.nih.gov/pubmed/32150943a3b8","corn"
"https://www.ncbi.nlm.nih.gov/pubmed/33017771t1","Superior inhibitory efficacy of butyrate over propionate and acetate against human colon cancer cell proliferation via cell cycle arrest and apoptosis: linking dietary fiber to cancer prevention","https://www.ncbi.nlm.nih.gov/pubmed/33017771t1b11","dietary fiber","https://www.ncbi.nlm.nih.gov/pubmed/33017771t1b5","colon cancer"
"https://www.ncbi.nlm.nih.gov/pubmed/32422994a4","Butyrate, a short-chain fatty acid derived from microbial fermentation of dietary fibers in the colon, has been described as an intestinal barrier-strengthening agent, although mainly by using in vitro and animal models.","https://www.ncbi.nlm.nih.gov/pubmed/32422994a4b4","dietary fibers","https://www.ncbi.nlm.nih.gov/pubmed/32422994a4b5","colon"
"https://www.ncbi.nlm.nih.gov/pubmed/34402253a11","Dietary fiber intervention can ameliorate hyperglycemia in GDM patients, improve perinatal outcomes and reduce the incidence of postpartum impaired glucose tolerance.","https://www.ncbi.nlm.nih.gov/pubmed/34402253a11b1","Dietary fiber","https://www.ncbi.nlm.nih.gov/pubmed/34402253a11b3","hyperglycemia"
"https://www.ncbi.nlm.nih.gov/pubmed/34402253a11","Dietary fiber intervention can ameliorate hyperglycemia in GDM patients, improve perinatal outcomes and reduce the incidence of postpartum impaired glucose tolerance.","https://www.ncbi.nlm.nih.gov/pubmed/34402253a11b1","Dietary fiber","https://www.ncbi.nlm.nih.gov/pubmed/34402253a11b8","impaired glucose tolerance"
"https://www.ncbi.nlm.nih.gov/pubmed/30915435a3","Diet and nutrition are important modifiable factors that may alter the risk of developing cancer, because several dietary components including alcohol consumption, fruit and vegetable intake, and dietary fiber have been shown to significantly impact cancer risk.","https://www.ncbi.nlm.nih.gov/pubmed/30915435a3b9","dietary fiber","https://www.ncbi.nlm.nih.gov/pubmed/30915435a3b4","cancer"
"https://www.ncbi.nlm.nih.gov/pubmed/31569808t1","Dietary Fiber, Whole Grains, and Head and Neck Cancer Prognosis: Findings from a Prospective Cohort Study","https://www.ncbi.nlm.nih.gov/pubmed/31569808t1b1","Dietary Fiber","https://www.ncbi.nlm.nih.gov/pubmed/31569808t1b3","Head and Neck Cancer"
"https://www.ncbi.nlm.nih.gov/pubmed/31569808a2","No studies, to date, have examined the relationship between dietary fiber and recurrence or survival after head and neck cancer diagnosis.","https://www.ncbi.nlm.nih.gov/pubmed/31569808a2b3","dietary fiber","https://www.ncbi.nlm.nih.gov/pubmed/31569808a2b6","head and neck cancer"
"https://www.ncbi.nlm.nih.gov/pubmed/33379357a8","The traditional dietary pattern showed a moderate, positive correlation with total protein and total sugar intake, there was a significant moderate correlation between the prudent dietary pattern and dietary fibre, and there was a moderate positive association between the Chinese dietary pattern and total energy; and (4) Conclusions: The exploration of the PCA approach above may provide justification for assessment of dietary patterns rather than reliance on single nutrients or foods to identify potential connections to overall nutritional wellbeing as well as to explore the diet-disease relationship.","https://www.ncbi.nlm.nih.gov/pubmed/33379357a8b8","dietary fibre","https://www.ncbi.nlm.nih.gov/pubmed/33379357a8b30","disease"
"https://www.ncbi.nlm.nih.gov/pubmed/30827722a13","Conclusions:                    AXOS intake has a bifidogenic effect and also increases butyrate producers in the gut microbiota; even though this type of dietary fiber did not modulate lipid or glucose metabolic parameters related to metabolic syndrome.","https://www.ncbi.nlm.nih.gov/pubmed/30827722a13b9","dietary fiber","https://www.ncbi.nlm.nih.gov/pubmed/30827722a13b13","metabolic syndrome"
"https://www.ncbi.nlm.nih.gov/pubmed/32778880a10","In addition, dose-response analyses gave estimated HRs of 0.97 (95% CI: 0.95, 0.99) for intake of total whole grain and 0.96 (95% CI: 0.94, 0.98) for intake of total dietary fiber per 5-g daily increment.","https://www.ncbi.nlm.nih.gov/pubmed/32778880a10b10","dietary fiber","https://www.ncbi.nlm.nih.gov/pubmed/32778880a10b4","HRs"
"https://www.ncbi.nlm.nih.gov/pubmed/33220451a11","Further studies are needed to evaluate the relationship between the different types of dietary fiber and depression.","https://www.ncbi.nlm.nih.gov/pubmed/33220451a11b4","dietary fiber","https://www.ncbi.nlm.nih.gov/pubmed/33220451a11b5","depression"
"https://www.ncbi.nlm.nih.gov/pubmed/33352354a11","Specifically, the percentage energy from total sugar and alcohol in self-reported snacks was significantly lower, but dietary fiber density was significantly higher among normal-weight compared with overweight-to-obese women.","https://www.ncbi.nlm.nih.gov/pubmed/33352354a11b7","dietary fiber","https://www.ncbi.nlm.nih.gov/pubmed/33352354a11b13","obese"
"https://www.ncbi.nlm.nih.gov/pubmed/32235569a2","Increasing prevalence of type 2 diabetes mellitus (T2DM) in Asia has prompted the exploration of dietary fibers as an ingredient to attenuate glycemic response (GR).","https://www.ncbi.nlm.nih.gov/pubmed/32235569a2b4","dietary fibers","https://www.ncbi.nlm.nih.gov/pubmed/32235569a2b2","type 2 diabetes mellitus"
"https://www.ncbi.nlm.nih.gov/pubmed/32778880a9","Intake of total dietary fiber was also inversely associated with BC risk (comparing highest with lowest intake tertile: HR: 0.86; 95% CI: 0.76, 0.98; HR per 1-SD increment: 0.91; 95% CI: 0.82, 0.98; P for trend: 0.021).","https://www.ncbi.nlm.nih.gov/pubmed/32778880a9b2","dietary fiber","https://www.ncbi.nlm.nih.gov/pubmed/32778880a9b10","SD"
"https://www.ncbi.nlm.nih.gov/pubmed/32090257a2","Aim:                    To investigate the associations between major foods and dietary fibre with subtypes of stroke in a large prospective cohort.","https://www.ncbi.nlm.nih.gov/pubmed/32090257a2b4","dietary fibre","https://www.ncbi.nlm.nih.gov/pubmed/32090257a2b6","stroke"
"https://www.ncbi.nlm.nih.gov/pubmed/32910260a2","Purpose:                    Menopause disturbs energy, glucose, and lipid metabolisms and changes the composition of the gut microbiota, but dietary fibers without phytoestrogens may ameliorate menopausal metabolic disorders.","https://www.ncbi.nlm.nih.gov/pubmed/32910260a2b8","dietary fibers","https://www.ncbi.nlm.nih.gov/pubmed/32910260a2b9","metabolic disorders"
"https://www.ncbi.nlm.nih.gov/pubmed/33220451t1","Association of dietary fiber and depression symptom: A systematic review and meta-analysis of observational studies","https://www.ncbi.nlm.nih.gov/pubmed/33220451t1b2","dietary fiber","https://www.ncbi.nlm.nih.gov/pubmed/33220451t1b3","depression"
"https://www.ncbi.nlm.nih.gov/pubmed/32106420a3","Given the relationships among dietary fiber, gut health and chronic disease risk, a study was undertaken in a preclinical mouse model for obesity to examine how commonly consumed pulses, i.e., chickpea, common bean, dry pea and lentil, would impact gut microbes, intestinal function, and adiposity.","https://www.ncbi.nlm.nih.gov/pubmed/32106420a3b2","dietary fiber","https://www.ncbi.nlm.nih.gov/pubmed/32106420a3b13","pea"
"https://www.ncbi.nlm.nih.gov/pubmed/32106420a3","Given the relationships among dietary fiber, gut health and chronic disease risk, a study was undertaken in a preclinical mouse model for obesity to examine how commonly consumed pulses, i.e., chickpea, common bean, dry pea and lentil, would impact gut microbes, intestinal function, and adiposity.","https://www.ncbi.nlm.nih.gov/pubmed/32106420a3b2","dietary fiber","https://www.ncbi.nlm.nih.gov/pubmed/32106420a3b9","obesity"
"https://www.ncbi.nlm.nih.gov/pubmed/32106420a3","Given the relationships among dietary fiber, gut health and chronic disease risk, a study was undertaken in a preclinical mouse model for obesity to examine how commonly consumed pulses, i.e., chickpea, common bean, dry pea and lentil, would impact gut microbes, intestinal function, and adiposity.","https://www.ncbi.nlm.nih.gov/pubmed/32106420a3b2","dietary fiber","https://www.ncbi.nlm.nih.gov/pubmed/32106420a3b18","adiposity"
"https://www.ncbi.nlm.nih.gov/pubmed/32106420a3","Given the relationships among dietary fiber, gut health and chronic disease risk, a study was undertaken in a preclinical mouse model for obesity to examine how commonly consumed pulses, i.e., chickpea, common bean, dry pea and lentil, would impact gut microbes, intestinal function, and adiposity.","https://www.ncbi.nlm.nih.gov/pubmed/32106420a3b2","dietary fiber","https://www.ncbi.nlm.nih.gov/pubmed/32106420a3b5","chronic disease"
"https://www.ncbi.nlm.nih.gov/pubmed/32786828a3","&gt;i&lt;PTR&gt;/i&lt; is rich in bioactive polysaccharides, proteins with essential amino acids, essential fatty acids, dietary fiber, minerals, and vitamins.","https://www.ncbi.nlm.nih.gov/pubmed/32786828a3b6","dietary fiber","https://www.ncbi.nlm.nih.gov/pubmed/32786828a3b1","PTR"
